ReadDate,Reading,ConsumptionProfileDate,ProfileDateConsumption,H0030,H0100,H0130,H0200,H0230,H0300,H0330,H0400,H0430,H0500,H0530,H0600,H0630,H0700,H0730,H0800,H0830,H0900,H0930,H01000,H01030,H01100,H01130,H01200,H01230,H01300,H01330,H01400,H01430,H01500,H01530,H01600,H01630,H01700,H01730,H01800,H01830,H01900,H01930,H02000,H02030,H02100,H02130,H02200,H02230,H02300,H02330,H02400,ReportingUnit
02/02/2022,989322,02/02/2022,4158.2971,100.0043,77.7813,88.8922,66.6692,77.7813,77.7813,77.7813,77.7813,77.7813,88.8922,88.666,77.5833,99.7498,88.666,99.7498,99.7498,88.666,88.666,88.666,77.5833,88.666,88.666,88.666,88.666,77.5833,88.666,88.666,99.7498,88.666,77.5833,88.666,77.5833,99.7498,88.666,88.666,88.666,99.7498,88.666,99.7498,77.5833,88.666,77.5833,88.666,88.666,77.5833,77.5833,99.7498,77.5833,KWh
21/06/2022,1030363,21/06/2022,1116.8418,22.5623,22.5623,22.5623,22.5623,11.2817,22.5623,33.8441,11.2817,22.5623,22.5623,22.5623,22.5623,33.8441,11.2817,33.8441,22.5623,22.5623,22.5623,22.5623,33.8441,22.5623,22.5623,22.5623,22.5623,22.5623,22.5623,22.5623,22.5623,22.5623,22.5623,22.5623,22.5623,22.5623,22.5623,22.5623,22.5623,33.8441,22.5623,33.8441,22.5623,33.8441,22.5623,33.8441,22.5623,22.5623,11.2817,22.5623,11.2817,KWh
11/02/2022,993224,11/02/2022,5377.9927,88.8922,111.1153,111.1153,100.0043,100.0043,88.8922,100.0043,111.1153,122.2274,100.0043,122.2274,122.2274,122.2274,133.3384,122.2274,133.3384,122.2274,122.2274,122.2274,122.2274,111.1153,111.1153,100.0043,111.1153,100.0043,88.8922,111.1153,111.1153,100.0043,111.1153,100.0043,111.1153,111.1153,111.1153,111.1153,111.1153,111.1153,111.1153,111.1153,122.2274,111.1153,122.2274,122.2274,111.1153,111.1153,122.2274,111.1153,122.2274,KWh
15/11/2022,1054863,15/11/2022,4324.5166,77.9792,77.9792,89.1184,77.9792,89.1184,89.1184,77.9792,89.1184,77.9792,89.1184,77.7813,100.0043,88.8922,88.8922,88.8922,88.8922,88.8922,88.8922,88.8922,100.0043,77.7813,100.0043,77.7813,88.8922,88.8922,88.8922,88.8922,77.7813,77.7813,88.8922,77.7813,77.7813,88.8922,100.0043,88.8922,111.1153,100.0043,111.1153,111.1153,100.0043,100.0043,100.0043,111.1153,88.8922,88.8922,100.0043,88.8922,88.8922,KWh
05/02/2022,990585,05/02/2022,4810.4585,100.7677,111.9635,100.7677,78.375,111.9635,89.5708,100.7677,89.5708,111.9635,100.7677,110.5498,110.5498,110.5498,99.4954,121.6053,99.4954,110.5498,110.5498,110.5498,110.5498,99.4954,110.5498,88.4399,99.4954,77.3854,99.4954,99.4954,99.4954,99.4954,99.4954,99.4954,88.4399,99.4954,110.5498,88.4399,99.4954,110.5498,99.4954,99.4954,99.4954,99.4954,99.4954,99.4954,88.4399,99.4954,88.4399,88.4399,88.4399,KWh
02/09/2022,1036914,02/09/2022,1035.2725,11.2535,22.5058,22.5058,22.5058,11.2535,22.5058,22.5058,11.2535,22.5058,22.5058,22.5058,22.5058,11.2535,22.5058,33.7592,22.5058,22.5058,22.5058,22.5058,22.5058,22.5058,22.5058,22.5058,22.5058,22.5058,22.5058,22.5058,11.2535,22.5058,22.5058,22.5058,22.5058,11.2535,22.5058,22.5058,22.5058,22.5058,22.5058,22.5058,33.7592,22.5058,22.5058,33.7592,22.5058,22.5058,11.2535,22.5058,22.5058,KWh
12/01/2022,979983,12/01/2022,4905.8803,99.2409,99.2409,99.2409,88.2137,99.2409,99.2409,99.2409,99.2409,99.2409,110.2671,110.5498,110.5498,110.5498,110.5498,110.5498,110.5498,99.4954,99.4954,110.5498,99.4954,88.4399,99.4954,99.4954,88.4399,77.3854,99.4954,88.4399,88.4399,99.4954,66.3299,99.4954,121.6053,110.5498,110.5498,110.5498,99.4954,110.5498,121.6053,110.5498,110.5498,110.5498,99.4954,110.5498,110.5498,99.4954,110.5498,99.4954,99.4954,KWh
23/05/2022,1027033,23/05/2022,1342.4706,22.5623,22.5623,22.5623,22.5623,33.8441,22.5623,22.5623,22.5623,22.5623,22.5623,33.8441,33.8441,33.8441,22.5623,22.5623,33.8441,22.5623,33.8441,22.5623,22.5623,33.8441,22.5623,22.5623,22.5623,33.8441,22.5623,22.5623,22.5623,22.5623,22.5623,33.8441,22.5623,22.5623,33.8441,33.8441,22.5623,33.8441,33.8441,33.8441,33.8441,33.8441,45.1247,33.8441,33.8441,33.8441,33.8441,33.8441,22.5623,KWh
12/06/2022,1029488,12/06/2022,1104.9938,22.5058,22.5058,22.5058,22.5058,22.5058,22.5058,22.5058,22.5058,22.5058,22.5058,11.2817,22.5623,22.5623,22.5623,22.5623,11.2817,22.5623,22.5623,33.8441,33.8441,22.5623,22.5623,22.5623,22.5623,22.5623,22.5623,22.5623,22.5623,11.2817,22.5623,22.5623,22.5623,22.5623,33.8441,11.2817,22.5623,22.5623,22.5623,33.8441,33.8441,22.5623,22.5623,33.8441,22.5623,22.5623,22.5623,22.5623,22.5623,KWh
21/10/2022,1046480,21/10/2022,3414.8972,66.4995,66.4995,66.4995,66.4995,77.5833,66.4995,55.4168,66.4995,77.5833,66.4995,67.3477,78.5729,89.797,78.5729,67.3477,89.797,89.797,78.5729,78.5729,78.5729,67.3477,67.3477,78.5729,78.5729,67.3477,78.5729,67.3477,67.3477,56.1237,67.3477,78.5729,67.3477,56.1237,56.1237,78.5729,67.3477,67.3477,78.5729,78.5729,78.5729,67.3477,78.5729,67.3477,67.3477,67.3477,67.3477,67.3477,56.1237,KWh
29/08/2022,1036539,29/08/2022,1010.6457,22.5058,11.2535,22.5058,11.2535,22.5058,11.2535,22.5058,11.2535,22.5058,11.2535,22.4492,22.4492,11.2252,22.4492,22.4492,11.2252,22.4492,22.4492,22.4492,22.4492,22.4492,22.4492,11.2252,22.4492,22.4492,22.4492,22.4492,22.4492,22.4492,22.4492,22.4492,22.4492,11.2252,22.4492,33.6744,22.4492,22.4492,33.6744,22.4492,22.4492,22.4492,22.4492,22.4492,22.4492,33.6744,22.4492,22.4492,22.4492,KWh
16/04/2022,1018131,16/04/2022,2686.3727,66.3299,55.2755,66.3299,55.2755,66.3299,55.2755,66.3299,66.3299,66.3299,66.3299,66.3299,66.3299,66.3299,66.3299,66.3299,77.3854,55.2755,55.2755,55.2755,55.2755,55.2755,44.2199,55.2755,44.2199,44.2199,44.2199,44.2199,44.2199,33.1655,55.2755,33.1655,44.2199,44.2199,44.2199,44.2199,66.3299,44.2199,55.2755,55.2755,66.3299,66.3299,55.2755,66.3299,55.2755,55.2755,55.2755,55.2755,55.2755,KWh
11/04/2022,1016780,11/04/2022,3672.2778,89.1184,77.9792,77.9792,77.9792,77.9792,77.9792,77.9792,77.9792,77.9792,89.1184,78.1771,89.3446,78.1771,89.3446,89.3446,78.1771,89.3446,89.3446,78.1771,78.1771,78.1771,78.1771,67.0085,67.0085,67.0085,55.8409,67.0085,55.8409,55.8409,55.8409,55.8409,55.8409,78.1771,78.1771,78.1771,67.0085,78.1771,89.3446,78.1771,89.3446,78.1771,89.3446,78.1771,78.1771,89.3446,89.3446,67.0085,67.0085,KWh
09/04/2022,1016113,09/04/2022,4201.7002,100.7677,100.7677,89.5708,100.7677,100.7677,100.7677,89.5708,100.7677,100.7677,100.7677,89.3446,100.5132,100.5132,89.3446,89.3446,89.3446,89.3446,89.3446,78.1771,89.3446,78.1771,89.3446,78.1771,78.1771,78.1771,78.1771,67.0085,78.1771,78.1771,78.1771,78.1771,78.1771,67.0085,89.3446,78.1771,78.1771,78.1771,78.1771,100.5132,89.3446,100.5132,89.3446,89.3446,89.3446,89.3446,89.3446,89.3446,78.1771,KWh
11/06/2022,1029389,11/06/2022,1079.2116,22.3927,22.3927,22.3927,22.3927,22.3927,11.1969,33.5896,11.1969,22.3927,22.3927,22.5058,33.7592,11.2535,22.5058,22.5058,11.2535,33.7592,11.2535,33.7592,22.5058,22.5058,22.5058,22.5058,22.5058,22.5058,22.5058,22.5058,11.2535,22.5058,22.5058,22.5058,22.5058,11.2535,22.5058,22.5058,33.7592,22.5058,22.5058,22.5058,22.5058,22.5058,22.5058,33.7592,33.7592,22.5058,22.5058,22.5058,22.5058,KWh
16/02/2022,995414,16/02/2022,4404.5901,100.5132,100.5132,89.3446,89.3446,78.1771,78.1771,78.1771,78.1771,89.3446,89.3446,77.7813,88.8922,88.8922,77.7813,111.1153,88.8922,100.0043,77.7813,100.0043,77.7813,77.7813,88.8922,88.8922,100.0043,77.7813,88.8922,88.8922,88.8922,88.8922,88.8922,88.8922,100.0043,100.0043,88.8922,100.0043,88.8922,100.0043,100.0043,100.0043,100.0043,133.3384,100.0043,88.8922,100.0043,100.0043,100.0043,88.8922,88.8922,KWh
23/09/2022,1038965,23/09/2022,1085.261,22.5623,22.5623,11.2817,22.5623,11.2817,22.5623,11.2817,22.5623,11.2817,22.5623,11.31,33.9289,22.6189,22.6189,22.6189,22.6189,22.6189,22.6189,22.6189,22.6189,22.6189,22.6189,22.6189,22.6189,22.6189,22.6189,22.6189,22.6189,11.31,33.9289,22.6189,33.9289,22.6189,22.6189,22.6189,33.9289,22.6189,22.6189,22.6189,33.9289,22.6189,33.9289,22.6189,22.6189,22.6189,22.6189,22.6189,22.6189,KWh
12/05/2022,1025317,12/05/2022,2840.2391,56.6891,68.0263,68.0263,68.0263,56.6891,56.6891,68.0263,56.6891,68.0263,56.6891,67.8567,67.8567,56.5478,45.2378,67.8567,56.5478,67.8567,56.5478,67.8567,56.5478,67.8567,56.5478,56.5478,56.5478,56.5478,45.2378,56.5478,45.2378,56.5478,45.2378,56.5478,45.2378,67.8567,45.2378,56.5478,56.5478,56.5478,56.5478,67.8567,67.8567,67.8567,67.8567,67.8567,56.5478,56.5478,56.5478,67.8567,45.2378,KWh
01/01/2022,974975,01/01/2022,3587.3149,66.4995,77.5833,66.4995,66.4995,55.4168,77.5833,66.4995,66.4995,66.4995,66.4995,77.7813,66.6692,77.7813,66.6692,77.7813,77.7813,66.6692,77.7813,77.7813,77.7813,66.6692,88.8922,77.7813,66.6692,66.6692,77.7813,66.6692,77.7813,66.6692,77.7813,77.7813,77.7813,77.7813,77.7813,88.8922,77.7813,77.7813,77.7813,88.8922,77.7813,88.8922,88.8922,77.7813,77.7813,77.7813,77.7813,66.6692,77.7813,KWh
20/09/2022,1038677,20/09/2022,1086.1931,22.6754,22.6754,22.6754,22.6754,11.3383,22.6754,11.3383,22.6754,22.6754,11.3383,22.6189,22.6189,33.9289,22.6189,22.6189,33.9289,22.6189,22.6189,22.6189,22.6189,11.31,22.6189,22.6189,33.9289,22.6189,22.6189,22.6189,11.31,22.6189,22.6189,22.6189,22.6189,22.6189,22.6189,33.9289,22.6189,22.6189,22.6189,22.6189,22.6189,33.9289,22.6189,22.6189,22.6189,22.6189,22.6189,22.6189,22.6189,KWh
29/05/2022,1027824,29/05/2022,1533.521,22.5058,33.7592,22.5058,33.7592,33.7592,22.5058,33.7592,33.7592,22.5058,33.7592,33.8441,33.8441,33.8441,22.5623,33.8441,22.5623,33.8441,33.8441,33.8441,33.8441,33.8441,33.8441,22.5623,33.8441,33.8441,22.5623,33.8441,22.5623,22.5623,33.8441,22.5623,45.1247,33.8441,33.8441,22.5623,45.1247,33.8441,33.8441,45.1247,33.8441,33.8441,45.1247,33.8441,45.1247,33.8441,33.8441,33.8441,22.5623,KWh
22/11/2022,1057845,22/11/2022,4896.5513,100.0043,111.1153,88.8922,100.0043,77.7813,111.1153,88.8922,111.1153,88.8922,100.0043,100.7677,111.9635,100.7677,111.9635,100.7677,111.9635,100.7677,100.7677,100.7677,100.7677,111.9635,89.5708,100.7677,100.7677,89.5708,89.5708,100.7677,100.7677,89.5708,100.7677,100.7677,78.375,100.7677,89.5708,100.7677,123.1604,111.9635,111.9635,111.9635,111.9635,100.7677,123.1604,111.9635,111.9635,100.7677,100.7677,100.7677,111.9635,KWh
16/01/2022,981865,16/01/2022,4898.4446,110.5498,99.4954,99.4954,88.4399,99.4954,110.5498,88.4399,110.5498,99.4954,99.4954,110.2671,110.2671,99.2409,99.2409,99.2409,110.2671,99.2409,110.2671,99.2409,110.2671,99.2409,99.2409,99.2409,88.2137,88.2137,99.2409,88.2137,99.2409,99.2409,99.2409,88.2137,99.2409,99.2409,99.2409,99.2409,110.2671,110.2671,110.2671,110.2671,99.2409,110.2671,110.2671,110.2671,110.2671,110.2671,99.2409,110.2671,99.2409,KWh
21/03/2022,1009412,21/03/2022,3333.4686,,,,,,,,,,,,111.1153,100.0043,111.1153,111.1153,122.2274,88.8922,100.0043,100.0043,88.8922,100.0043,77.7813,77.7813,77.7813,66.6692,77.7813,66.6692,77.7813,88.8922,77.7813,77.7813,88.8922,77.7813,88.8922,88.8922,88.8922,88.8922,88.8922,100.0043,100.0043,88.8922,100.0043,88.8922,100.0043,88.8922,77.7813,88.8922,88.8922,KWh
02/11/2022,1050070,02/11/2022,4225.6989,77.7813,88.8922,77.7813,88.8922,77.7813,88.8922,88.8922,88.8922,88.8922,88.8922,89.5708,89.5708,100.7677,100.7677,100.7677,111.9635,89.5708,100.7677,89.5708,89.5708,78.375,89.5708,78.375,89.5708,89.5708,78.375,89.5708,78.375,78.375,89.5708,67.1781,89.5708,78.375,89.5708,89.5708,89.5708,78.375,89.5708,100.7677,89.5708,100.7677,89.5708,78.375,89.5708,89.5708,78.375,89.5708,89.5708,KWh
01/09/2022,1036823,01/09/2022,1067.5886,11.1686,22.3362,22.3362,11.1686,22.3362,22.3362,22.3362,11.1686,22.3362,22.3362,22.5058,22.5058,22.5058,22.5058,22.5058,22.5058,22.5058,22.5058,22.5058,22.5058,11.2535,22.5058,22.5058,22.5058,22.5058,22.5058,22.5058,22.5058,11.2535,22.5058,22.5058,22.5058,22.5058,22.5058,22.5058,22.5058,22.5058,22.5058,22.5058,33.7592,33.7592,22.5058,33.7592,22.5058,33.7592,22.5058,22.5058,22.5058,KWh
12/07/2022,1032313,12/07/2022,973.8634,22.5058,11.2535,22.5058,11.2535,11.2535,22.5058,11.2535,11.2535,11.2535,22.5058,11.3383,22.6754,22.6754,11.3383,22.6754,22.6754,11.3383,22.6754,22.6754,22.6754,22.6754,22.6754,22.6754,22.6754,34.0137,22.6754,22.6754,22.6754,22.6754,22.6754,22.6754,22.6754,22.6754,22.6754,11.3383,22.6754,34.0137,11.3383,22.6754,22.6754,22.6754,22.6754,22.6754,22.6754,22.6754,11.3383,22.6754,22.6754,KWh
03/12/2022,1062737,03/12/2022,5388.8763,111.1153,122.2274,111.1153,100.0043,111.1153,100.0043,111.1153,111.1153,111.1153,111.1153,122.5384,122.5384,111.398,122.5384,100.2588,122.5384,122.5384,111.398,111.398,111.398,111.398,111.398,111.398,111.398,122.5384,111.398,100.2588,111.398,111.398,111.398,100.2588,100.2588,100.2588,111.398,100.2588,111.398,122.5384,122.5384,111.398,122.5384,111.398,122.5384,111.398,111.398,111.398,111.398,122.5384,111.398,KWh
13/06/2022,1029592,13/06/2022,1184.5278,22.5623,22.5623,22.5623,22.5623,22.5623,22.5623,11.2817,22.5623,22.5623,22.5623,33.8441,22.5623,22.5623,22.5623,22.5623,22.5623,22.5623,33.8441,22.5623,11.2817,22.5623,22.5623,33.8441,22.5623,22.5623,22.5623,22.5623,22.5623,33.8441,22.5623,33.8441,22.5623,22.5623,22.5623,22.5623,33.8441,22.5623,22.5623,33.8441,22.5623,33.8441,22.5623,45.1247,22.5623,22.5623,33.8441,22.5623,22.5623,KWh
19/10/2022,1045873,19/10/2022,3505.036,77.9792,66.8388,66.8388,66.8388,77.9792,55.6996,66.8388,77.9792,66.8388,66.8388,78.1771,78.1771,78.1771,78.1771,67.0085,89.3446,78.1771,67.0085,78.1771,67.0085,78.1771,67.0085,55.8409,67.0085,67.0085,67.0085,78.1771,67.0085,67.0085,78.1771,67.0085,67.0085,78.1771,67.0085,78.1771,78.1771,78.1771,89.3446,89.3446,78.1771,67.0085,78.1771,89.3446,67.0085,67.0085,78.1771,78.1771,67.0085,KWh
28/04/2022,1021729,28/04/2022,3763.3221,66.6692,88.8922,77.7813,77.7813,77.7813,77.7813,77.7813,77.7813,66.6692,77.7813,89.1184,77.9792,77.9792,77.9792,89.1184,77.9792,77.9792,77.9792,77.9792,77.9792,77.9792,89.1184,77.9792,77.9792,77.9792,77.9792,66.8388,77.9792,66.8388,77.9792,66.8388,77.9792,77.9792,77.9792,77.9792,77.9792,77.9792,77.9792,89.1184,89.1184,77.9792,89.1184,77.9792,89.1184,77.9792,77.9792,77.9792,66.8388,KWh
14/10/2022,1044320,14/10/2022,3285.1216,67.1781,78.375,67.1781,67.1781,67.1781,55.9823,67.1781,67.1781,67.1781,67.1781,67.0085,67.0085,78.1771,67.0085,78.1771,78.1771,67.0085,67.0085,67.0085,67.0085,55.8409,67.0085,78.1771,44.6723,78.1771,55.8409,55.8409,67.0085,67.0085,55.8409,67.0085,67.0085,55.8409,78.1771,67.0085,67.0085,67.0085,78.1771,89.3446,67.0085,78.1771,78.1771,78.1771,67.0085,67.0085,78.1771,67.0085,67.0085,KWh
30/06/2022,1031213,30/06/2022,1067.593,22.3362,22.3362,11.1686,22.3362,22.3362,22.3362,11.1686,22.3362,22.3362,11.1686,22.5058,33.7592,22.5058,22.5058,33.7592,11.2535,22.5058,22.5058,22.5058,22.5058,11.2535,33.7592,22.5058,22.5058,22.5058,11.2535,22.5058,22.5058,22.5058,11.2535,22.5058,11.2535,22.5058,22.5058,11.2535,33.7592,22.5058,22.5058,33.7592,33.7592,22.5058,33.7592,22.5058,33.7592,22.5058,22.5058,22.5058,22.5058,KWh
27/04/2022,1021390,27/04/2022,3746.5261,77.9792,89.1184,66.8388,77.9792,77.9792,77.9792,66.8388,77.9792,77.9792,66.8388,77.7813,77.7813,77.7813,77.7813,77.7813,77.7813,88.8922,77.7813,88.8922,66.6692,77.7813,88.8922,77.7813,66.6692,77.7813,77.7813,66.6692,77.7813,66.6692,77.7813,77.7813,77.7813,77.7813,77.7813,77.7813,88.8922,77.7813,77.7813,77.7813,88.8922,88.8922,77.7813,88.8922,77.7813,88.8922,66.6692,77.7813,77.7813,KWh
17/01/2022,982326,17/01/2022,4995.8715,99.2409,110.2671,88.2137,99.2409,88.2137,99.2409,99.2409,110.2671,99.2409,110.2671,109.9843,109.9843,109.9843,109.9843,120.9833,109.9843,109.9843,109.9843,98.9865,98.9865,98.9865,87.9875,98.9865,87.9875,87.9875,98.9865,87.9875,98.9865,76.9896,98.9865,98.9865,109.9843,98.9865,109.9843,109.9843,109.9843,109.9843,109.9843,120.9833,109.9843,109.9843,109.9843,109.9843,120.9833,109.9843,109.9843,109.9843,109.9843,KWh
14/11/2022,1054467,14/11/2022,3867.306,67.0085,67.0085,78.1771,67.0085,67.0085,67.0085,78.1771,67.0085,78.1771,67.0085,77.9792,89.1184,77.9792,77.9792,89.1184,77.9792,89.1184,77.9792,89.1184,77.9792,100.2588,77.9792,77.9792,77.9792,89.1184,89.1184,77.9792,77.9792,100.2588,77.9792,66.8388,89.1184,77.9792,77.9792,77.9792,89.1184,89.1184,89.1184,89.1184,89.1184,89.1184,89.1184,77.9792,89.1184,66.8388,77.9792,77.9792,89.1184,KWh
22/10/2022,1046747,22/10/2022,3041.884,56.1237,67.3477,67.3477,44.8985,67.3477,56.1237,56.1237,56.1237,67.3477,56.1237,56.1237,78.5729,56.1237,67.3477,78.5729,67.3477,56.1237,67.3477,78.5729,67.3477,67.3477,67.3477,67.3477,56.1237,67.3477,67.3477,56.1237,67.3477,67.3477,56.1237,67.3477,67.3477,44.8985,56.1237,67.3477,67.3477,67.3477,67.3477,56.1237,78.5729,67.3477,67.3477,56.1237,67.3477,56.1237,67.3477,56.1237,56.1237,KWh
19/12/2022,1071607,19/12/2022,4689.9306,110.8326,99.7498,110.8326,99.7498,99.7498,99.7498,110.8326,99.7498,99.7498,88.666,99.4954,99.4954,99.4954,99.4954,99.4954,99.4954,99.4954,88.4399,110.5498,99.4954,99.4954,99.4954,99.4954,88.4399,110.5498,88.4399,99.4954,99.4954,88.4399,99.4954,99.4954,88.4399,99.4954,88.4399,99.4954,88.4399,99.4954,99.4954,88.4399,99.4954,99.4954,88.4399,99.4954,88.4399,99.4954,88.4399,99.4954,88.4399,KWh
03/05/2022,1023133,03/05/2022,3307.0042,55.9823,78.375,67.1781,67.1781,67.1781,67.1781,67.1781,67.1781,55.9823,67.1781,67.8567,79.1667,67.8567,67.8567,79.1667,67.8567,79.1667,79.1667,67.8567,67.8567,79.1667,79.1667,67.8567,67.8567,67.8567,67.8567,67.8567,67.8567,56.5478,67.8567,56.5478,67.8567,67.8567,67.8567,67.8567,67.8567,67.8567,67.8567,67.8567,79.1667,79.1667,67.8567,67.8567,79.1667,56.5478,67.8567,67.8567,67.8567,KWh
03/04/2022,1013916,03/04/2022,4447.4824,100.5132,111.6808,111.6808,100.5132,111.6808,100.5132,111.6808,100.5132,111.6808,100.5132,100.2588,111.398,100.2588,100.2588,100.2588,100.2588,100.2588,100.2588,89.1184,100.2588,77.9792,89.1184,77.9792,77.9792,89.1184,77.9792,77.9792,77.9792,66.8388,77.9792,77.9792,89.1184,77.9792,77.9792,89.1184,89.1184,89.1184,89.1184,100.2588,89.1184,100.2588,89.1184,100.2588,89.1184,89.1184,89.1184,77.9792,89.1184,KWh
27/05/2022,1027558,27/05/2022,1480.1412,22.5623,33.8441,33.8441,22.5623,33.8441,33.8441,22.5623,33.8441,33.8441,22.5623,33.5896,33.5896,33.5896,33.5896,22.3927,33.5896,33.5896,22.3927,33.5896,33.5896,33.5896,22.3927,33.5896,22.3927,33.5896,22.3927,22.3927,33.5896,22.3927,11.1969,33.5896,22.3927,33.5896,33.5896,33.5896,22.3927,33.5896,33.5896,33.5896,33.5896,44.7854,33.5896,44.7854,33.5896,44.7854,33.5896,33.5896,33.5896,KWh
21/09/2022,1038771,21/09/2022,1036.1227,11.31,22.6189,11.31,22.6189,11.31,22.6189,11.31,22.6189,11.31,22.6189,22.5058,11.2535,22.5058,22.5058,22.5058,33.7592,22.5058,22.5058,22.5058,22.5058,11.2535,22.5058,22.5058,22.5058,22.5058,22.5058,11.2535,22.5058,22.5058,22.5058,22.5058,22.5058,22.5058,22.5058,22.5058,33.7592,22.5058,33.7592,22.5058,22.5058,33.7592,11.2535,22.5058,33.7592,22.5058,22.5058,22.5058,22.5058,KWh
21/08/2022,1035837,21/08/2022,976.548,11.2252,22.4492,11.2252,22.4492,22.4492,11.2252,22.4492,11.2252,22.4492,11.2252,22.4492,22.4492,22.4492,11.2252,22.4492,22.4492,22.4492,11.2252,22.4492,22.4492,22.4492,22.4492,11.2252,22.4492,22.4492,11.2252,22.4492,22.4492,11.2252,22.4492,22.4492,22.4492,22.4492,22.4492,22.4492,22.4492,22.4492,22.4492,22.4492,22.4492,22.4492,33.6744,33.6744,11.2252,22.4492,22.4492,22.4492,22.4492,KWh
09/05/2022,1024594,09/05/2022,2575.3434,56.1237,78.5729,56.1237,67.3477,56.1237,67.3477,56.1237,67.3477,67.3477,56.1237,67.5174,56.265,67.5174,56.265,56.265,56.265,56.265,67.5174,45.0116,56.265,45.0116,56.265,45.0116,33.7592,56.265,45.0116,45.0116,45.0116,33.7592,45.0116,45.0116,45.0116,56.265,45.0116,45.0116,45.0116,56.265,45.0116,56.265,45.0116,56.265,56.265,56.265,56.265,56.265,56.265,45.0116,45.0116,KWh
18/09/2022,1038475,18/09/2022,1219.0521,22.3927,22.3927,22.3927,22.3927,22.3927,22.3927,22.3927,22.3927,22.3927,33.5896,22.6189,22.6189,22.6189,22.6189,22.6189,33.9289,22.6189,22.6189,22.6189,33.9289,22.6189,33.9289,22.6189,33.9289,22.6189,22.6189,22.6189,22.6189,22.6189,33.9289,22.6189,22.6189,22.6189,22.6189,22.6189,33.9289,22.6189,22.6189,33.9289,33.9289,33.9289,22.6189,33.9289,33.9289,22.6189,22.6189,22.6189,22.6189,KWh
18/10/2022,1045564,18/10/2022,3583.4672,66.4995,66.4995,66.4995,66.4995,66.4995,66.4995,66.4995,77.5833,77.5833,77.5833,66.8388,89.1184,89.1184,77.9792,77.9792,89.1184,89.1184,77.9792,77.9792,77.9792,89.1184,77.9792,55.6996,66.8388,66.8388,77.9792,55.6996,66.8388,55.6996,77.9792,66.8388,55.6996,66.8388,77.9792,66.8388,77.9792,77.9792,77.9792,89.1184,100.2588,77.9792,77.9792,89.1184,77.9792,89.1184,66.8388,66.8388,77.9792,KWh
18/01/2022,982794,18/01/2022,5257.0094,109.9843,109.9843,98.9865,98.9865,109.9843,87.9875,109.9843,109.9843,109.9843,120.9833,121.2943,121.2943,121.2943,121.2943,121.2943,121.2943,121.2943,121.2943,121.2943,121.2943,110.2671,110.2671,99.2409,99.2409,88.2137,99.2409,88.2137,88.2137,99.2409,110.2671,99.2409,110.2671,99.2409,110.2671,110.2671,110.2671,110.2671,110.2671,110.2671,121.2943,121.2943,110.2671,110.2671,110.2671,121.2943,110.2671,99.2409,110.2671,KWh
22/01/2022,984634,22/01/2022,4831.0435,110.5498,99.4954,99.4954,99.4954,99.4954,99.4954,99.4954,88.4399,99.4954,110.5498,110.5498,99.4954,110.5498,99.4954,110.5498,110.5498,110.5498,99.4954,110.5498,99.4954,99.4954,99.4954,99.4954,99.4954,88.4399,99.4954,88.4399,99.4954,99.4954,99.4954,88.4399,99.4954,99.4954,99.4954,99.4954,110.5498,99.4954,99.4954,99.4954,110.5498,110.5498,110.5498,99.4954,88.4399,99.4954,99.4954,88.4399,88.4399,KWh
24/06/2022,1030636,24/06/2022,1015.308,22.5623,11.2817,22.5623,11.2817,22.5623,22.5623,11.2817,22.5623,11.2817,22.5623,22.5623,22.5623,22.5623,11.2817,22.5623,22.5623,22.5623,22.5623,22.5623,22.5623,22.5623,22.5623,22.5623,22.5623,22.5623,22.5623,22.5623,22.5623,11.2817,22.5623,22.5623,22.5623,22.5623,22.5623,22.5623,22.5623,22.5623,22.5623,11.2817,22.5623,33.8441,22.5623,22.5623,22.5623,22.5623,22.5623,22.5623,22.5623,KWh
28/08/2022,1036445,28/08/2022,967.2754,22.4492,22.4492,11.2252,22.4492,11.2252,22.4492,22.4492,11.2252,22.4492,22.4492,11.2535,22.5058,22.5058,22.5058,11.2535,22.5058,33.7592,22.5058,22.5058,22.5058,22.5058,11.2535,22.5058,22.5058,11.2535,22.5058,22.5058,22.5058,11.2535,22.5058,22.5058,22.5058,11.2535,22.5058,22.5058,22.5058,22.5058,22.5058,22.5058,22.5058,22.5058,22.5058,22.5058,22.5058,11.2535,22.5058,22.5058,11.2535,KWh
06/12/2022,1064212,06/12/2022,5503.0756,111.398,122.5384,111.398,111.398,100.2588,111.398,122.5384,122.5384,122.5384,111.398,122.5384,122.5384,111.398,111.398,122.5384,111.398,122.5384,122.5384,111.398,122.5384,122.5384,100.2588,111.398,111.398,122.5384,111.398,100.2588,111.398,122.5384,100.2588,111.398,111.398,111.398,111.398,111.398,111.398,122.5384,111.398,122.5384,111.398,122.5384,111.398,122.5384,111.398,111.398,122.5384,100.2588,122.5384,KWh
06/03/2022,1003581,06/03/2022,4998.5585,99.7498,110.8326,99.7498,110.8326,99.7498,110.8326,110.8326,99.7498,110.8326,88.666,99.7498,132.9991,110.8326,110.8326,110.8326,121.9164,110.8326,99.7498,110.8326,88.666,110.8326,88.666,99.7498,88.666,99.7498,99.7498,88.666,88.666,99.7498,99.7498,88.666,99.7498,99.7498,99.7498,99.7498,110.8326,88.666,99.7498,110.8326,110.8326,110.8326,110.8326,121.9164,110.8326,110.8326,99.7498,110.8326,110.8326,KWh
